Brand,Product Name,Ingredients,Product Image,
Conair,Conair Ceramic Paddle Brush,,https://target.scene7.com/is/image/Target/GUEST_657e34e8-ca67-4602-a418-d8a4a7c55546?wid=488&hei=488&fmt=webp,https://www.target.com/p/conair-ceramic-paddle-brush/-/A-10910331
Just One You made by carter's,Baby Girls' Headwraps - Just One You® made by carter's Blue One Size,,https://target.scene7.com/is/image/Target/GUEST_b3101ff9-8742-4f5c-8f5b-d8ee846332e0?wid=488&hei=488&fmt=webp,https://www.target.com/p/baby-girls-headwraps-just-one-you-174-made-by-carter-s-blue-one-size/-/A-53843618
 collection,SheaMoisture Manuka Honey & Mafura Oil Intensive Hydration Hair Conditioner - 13 fl oz,"Inactive ingredients: swater, stearyl alcohol, fragrance (essential oil blend), cetyl alcohol, butyrospermum parkii (shea) butter*~, cocos nucifera (coconut) oil, trichilia emetica seed butter, behentrimonium chloride, panthenol, hydroxyethylcellulose, glycerin (vegetable), simmondsia chinensis (jojoba) seed oil, adansonia digitata seed oil, dicaprylyl ether, honey, tocopheryl acetate, aloe barbadensis leaf juice, hydrolyzed rice protein, caprylhydroxamic acid, hydrolyzed vegetable protein pg-propyl silanetriol, caprylyl glycol, ficus carica (fig) extract",https://target.scene7.com/is/image/Target/GUEST_fddabbe0-d351-41d0-965b-80dc01784378?wid=488&hei=488&fmt=webp,https://www.target.com/p/sheamoisture-manuka-honey-mafura-oil-intensive-hydration-hair-conditioner-13-fl-oz/-/A-15651078
Conair,Conair Cushion Bin Replacement Brush,,https://target.scene7.com/is/image/Target/GUEST_a2c8e394-3513-46f4-ac4d-af165ad6c3de?wid=488&hei=488&fmt=webp,https://www.target.com/p/conair-cushion-bin-replacement-brush/-/A-75563950
John Frieda,John Frieda Brilliant Brunette Multi-Tone Revealing Moisturizing Conditioner - 8.45oz,"Inactive ingredients: swater, cetearyl alcohol, behenamidopropyl dimethylamine, cetyl esters, dipropylene glycol, stearyl alcohol, dimethicone, fragrance, lactic acid, bis-cetearyl amodimethicone, caramel, quaternium-91, disodium edta, cetrimonium methosulfate, steartrimonium chloride, glycine, glycerin, malic acid, pearl powder, prunus amygdalus dulcis (sweet almond) oil, stearoxypropyl dimethylamine, c14-28 isoalkyl acid, c14-28 alkyl acid, methylchloroisothiazolinone, methylisothiazolinone.",https://target.scene7.com/is/image/Target/GUEST_3b5d2af0-0545-4974-b2d8-5d9cb6d24d2c?wid=488&hei=488&fmt=webp,https://www.target.com/p/john-frieda-brilliant-brunette-multi-tone-revealing-moisturizing-conditioner-8-45oz/-/A-13374246
Garnier,Garnier Fructis Active Fruit Protein Grow Strong Fortifying Hair Conditioner - 33.8 fl oz,"Inactive ingredients: s1067786 fs8 aqua, cetearyl alcohol, behentrimonium chloride, parfum, cetyl esters, niacinamide, saccharum officinarum extract, sodium benzoate, hydroxypropyltrimonium lemon protein, phenoxyethanol, trideceth-6, chlorhexidine digluconate, limonene, camellia sinensis leaf extract, linalool, amodimethicone, isopropyl alcohol, 2-oleamido-1, 3-octadecanediol, pyrus malus fruit extract, pyridoxine hcl, pyrus malus water, citric acid, citronellol, cetrimonium chloride, citrus limon peel extract, leuconostoc/radish root ferment filtrate.",https://target.scene7.com/is/image/Target/GUEST_45b0d9b5-a7e4-4fbb-89bb-812d0a6969ae?wid=488&hei=488&fmt=webp,https://www.target.com/p/garnier-fructis-active-fruit-protein-grow-strong-fortifying-hair-conditioner-33-8-fl-oz/-/A-52951374
Honest Company,Honest Company Shampoo & Body Wash - Sweet Orange Vanilla 10oz,"Inactive ingredients: swater, aloe barbadensis leaf juice*, cocamidopropyl hydroxysultaine, sodium laurylglucosides hydroxypropylsulfonate, sodium methyl cocoyl taurate, sodium chloride, sodium lauryl glucose carboxylate, citrus aurantium dulcis (orange) peel extract, citrus tangerina (tangerine) peel extract, vanilla planifolia fruit extract, calendula officinalis flower extract*, chamomilla recutita (matricaria) flower extract*, glycerin, hydrolyzed jojoba protein, chenopodium quinoa extract, cocos nucifera (coconut) oil*, guar hydroxypropyltrimonium chloride, lauryl glucoside, caprylyl glycol, triethyl citrate, coconut acid, disodium coco-glucoside citrate, sodium citrate, caprylhydroxamic acid, citric acid, sodium benzoate, sodium phytate",https://target.scene7.com/is/image/Target/GUEST_64c1a0c9-bf28-4393-96d1-65b2fa90c988?wid=488&hei=488&fmt=webp,https://www.target.com/p/honest-company-shampoo-body-wash-sweet-orange-vanilla-10oz/-/A-15417319
Conair,Conair Scunci Extra Long Bobby Pins Brunette - 48pk,,https://target.scene7.com/is/image/Target/GUEST_189a341c-9549-47b7-a372-2207b03bd2ca?wid=488&hei=488&fmt=webp,https://www.target.com/p/conair-scunci-extra-long-bobby-pins-brunette-48pk/-/A-52592788
Nexxus,Nexxus Mousse Plus Volumizing Foam - 10.6oz,"Inactive ingredients: swater (aqua), isobutane, hydrofluorocarbon 152a, vp/va copolymer, hydrolyzed elastin, propane, polyquaternium-11, polysorbate 20, pvp, polyquaternium-4, fragrance (parfum), ppg-12-peg-50 lanolin, olealkonium chloride, polyquaternium-7, sodium benzoate, cyclopentasiloxane, sorbitol, glycerin, cocamidopropyl betaine, gelatin/keratin amino acids/lysine hydroxypropyltrimonium chloride, dmdm hydantoin",https://target.scene7.com/is/image/Target/GUEST_67031ac1-8a2b-4511-ba0e-46619b87da26?wid=488&hei=488&fmt=webp,https://www.target.com/p/nexxus-mousse-plus-volumizing-foam-10-6oz/-/A-10227519
Nexxus,Nexxus Maxximum Hold Finishing Mist Hairspray - 10oz,"Inactive ingredients: ssd alcohol 40-b (alcohol denat.), hydrofluorocarbon 152a, va/crotonates/vinyl neodecanoate copolymer, octylacrylamide/acrylates/butylaminoethyl methacrylate copolymer, aminomethyl propanol, dimethyl stearamine, fragrance (parfum).",https://target.scene7.com/is/image/Target/GUEST_d212bb88-25cd-42b3-a33f-0e46af0059b1?wid=488&hei=488&fmt=webp,https://www.target.com/p/nexxus-maxximum-hold-finishing-mist-hairspray-10oz/-/A-11237242
L'Oreal Paris,L'Oreal Paris Advanced Hairstyle/Paris Air Dry It Flexible Hold Wave Swept Spray - 4.2 fl oz,"Inactive ingredients: s477089 lr4 aqua/water/eau, propylene glycol, decyl glucoside, cocamidopropyl betaine, tocopherol, sodium lauryl sulfate, sodium chloride, phenoxyethanol, peg-40/ppg-8 methylaminopropyl/hydroxypropyl dimethicone copolymer, ethylhexylglycerin, trideceth-9pg-amodimethicone, triethanolamine, aminomethyl propanol, trideceth-12, polyacrylate-3, polyurethane-34, polysorbate 20, polysorbate 80, limonene, linalool, benzyl salicylate, benzyl alcohol, dipropylene glycol, acrylates copolymer, parfum/fragrance, coumarin, hexyl cinnamal, glycerin. f.i.l. #d195286/1",https://target.scene7.com/is/image/Target/GUEST_5aa99529-61e5-48e4-91d6-78ec1b0b095a?wid=488&hei=488&fmt=webp,https://www.target.com/p/l-oreal-paris-advanced-hairstyle-paris-air-dry-it-flexible-hold-wave-swept-spray-4-2-fl-oz/-/A-51029889
Head N Shoulders,Head and Shoulders Dry Scalp Care Daily-Use Anti-Dandruff Shampoo - 23.7 fl oz,"Active ingredients: PYRITHIONE ZINC (1.0%) Inactive ingredients: swater, sodium laureth sulfate, sodium lauryl sulfate, dimethicone, cocamide mea, zinc carbonate, glycol distearate, sodium xylenesulfonate, fragrance, cetyl alcohol, guar hydroxypropyltrimonium chloride, magnesium sulfate, sodium chloride, sodium benzoate, magnesium carbonate hydroxide, benzyl alcohol, prunus amygdalus dulcis (sweet almond) oil, methylchloroisothiazolinone, methylisothiazolinone.",https://target.scene7.com/is/image/Target/GUEST_6084d578-b4e0-43c4-a6d7-bbf1856705e1?wid=488&hei=488&fmt=webp,https://www.target.com/p/head-and-shoulders-dry-scalp-care-daily-use-anti-dandruff-shampoo-23-7-fl-oz/-/A-13509072
Viviscal,Viviscal Man Full Force Fortifying Shampoo - 8.45 fl oz,"Inactive ingredients: swater, ammonium lauryl sulfate, glycerin, cocamidopropyl betaine, sodium chloride, citric acid, sodium benzoate, myristamide dipa, panthenol, fragrance, hydrolyzed vegetable protein pg-propyl silanetriol, hydroxypropyl guar hydroxypropyltrimonium chloride, hydrolyzed keratin, disodium edta, zinc pca, potassium sorbate, tocopheryl acetate, citrus aurantifolia (lime) peel oil, citrus sinensis (sweet orange) peel oil expressed, phenoxyethanol, canarium luzonicum gum oil, citrus limon (lemon) peel oil, dipterocarpus turbinatus balsam extract, juniperus mexicana wood oil, lavandula hybrida abrial herb oil, myristica fragrans (nutmeg) fruit oil, pogostemon cablin (patchouli) leaf oil, rosmarinus officinalis (rosemary) leaf oil, biotin, cinnamomum zeylanicum bark oil, commiphora erythrea glabrescens gum oil, pisum sativum (pea) extract, vetiveria zizanoides root oil, zingiber officinale (ginger) root oil, limonene, linalool.",https://target.scene7.com/is/image/Target/GUEST_91b5619c-16a2-422c-b5ca-4de96b527275?wid=488&hei=488&fmt=webp,https://www.target.com/p/viviscal-man-full-force-fortifying-shampoo-8-45-fl-oz/-/A-51091311
Herbal Essences,Herbal Essences Bio:Renew Hydrate Coconut Milk Shampoo - 13.5 fl oz,"Inactive ingredients: swater/eau, sodium laureth sulfate, cocamidopropyl betaine, sodium lauryl sulfate, sodium citrate, sodium xylenesulfonate, sodium chloride, fragrance/parfum, cocos nucifera (coconut) fruit extract, histidine, aloe barbadensis leaf juice, ecklonia radiata extract, zea mays (corn) silk extract, orchis mascula flower extract, stearyl alcohol, cetyl alcohol, glycol distearate, glycerin, dimethiconol, citric acid, sodium benzoate, dimethicone, guar hydroxypropyltrimonium chloride, tetrasodium edta, tea-dodecylbenzenesulfonate, polyquaternium-6, trihydroxystearin, trideceth-10, methylchloroisothiazolinone, methylisothiazolinone.",https://target.scene7.com/is/image/Target/GUEST_ae63afe1-0bec-4518-aa0b-81abd1c4bfc6?wid=488&hei=488&fmt=webp,https://www.target.com/p/herbal-essences-bio-renew-hydrate-coconut-milk-shampoo-13-5-fl-oz/-/A-51110960
Evolve Products,Evolve Satin Wide Edge Bonnet,,https://target.scene7.com/is/image/Target/GUEST_15590656-b7a1-405a-b2b1-0c6b0291fc1e?wid=488&hei=488&fmt=webp,https://www.target.com/p/evolve-satin-wide-edge-bonnet/-/A-52637444
Garnier,Garnier Olia Oil Permanent Hair Color,"Inactive ingredients: sdeveloper: 1071397 water, paraffinum liquidum/mineral oil, cetearyl alcohol, hydrogen peroxide, steareth-20, peg-4 rapeseedamide, glycerin, polyquaternium-6, hexadimethrine chloride, tocopherol, pentasodium pentetate, sodium stannate, tetrasodium pyrophosphate, phosphoric acid. f.i.l.# d42424/9 after color conditioner: 1119728 a water, cetearyl alcohol, behentrimonium chloride, cetyl esters, tocopherol, trideceth-6, chlorhexidine digluconate, helianthus annuus seed oil/sunflower seed oil, camellia oleifera seed oil, amodimethicone isopropyl alcohol. fragrance, citric acid, cetrimonium chloride. f.i.l.# d180530/1 colorant: 1183545 c paraffinum liquidum/mineral oil, water, ethanolamine, decyl glucoside, sodium lauryl sulfate, toluene-2, 5-diamine, peg-40 hydrogenated castor oil, fragrance, disodium cocoamphodiace tate resorcinol. hydroxypropyl guar, m-aminophenol, sodium metabisulfite, edta, ascorbic acid, helianthus annuus seed oil/sunflower seed oil, limnanthes alba seed oil/meadowfoam seed oil, passiflora incarnata/passiflora incarnata seed oil, camellia oleifera seed oil, hydroxybenzomorpholine, 2, 4-diaminophenoxyethanol hcl, thioglycerin tocopherol f i l # d181040/1",https://target.scene7.com/is/image/Target/GUEST_059a1846-0db8-4b34-aa2f-7aff1d0e9cf5?wid=488&hei=488&fmt=webp,https://www.target.com/p/garnier-olia-oil-permanent-hair-color/-/A-14385824?preselect=14365177#lnk=sametab
Axe,Axe Urban Messy Look Matte Max - 2.64 0z,,https://target.scene7.com/is/image/Target/GUEST_33d7fdda-4310-4678-9aa7-8369f089b4f1?wid=488&hei=488&fmt=webp,https://www.target.com/p/axe-urban-messy-look-matte-max-2-64-0z/-/A-75560948
Suave,Suave Kids Black Panther Triple Berry T'Challa Shampoo + Body Wash - 28 fl oz,"Inactive ingredients: swater (aqua), sodium laureth sulfate, cocamidopropyl hydroxysultaine, cocamidopropyl betaine, dimethiconol, sodium chloride, citric acid, sodium benzoate, glycerin, fragrance (parfum), carbomer, ppg-9, polyquaternium-10, peg-150 distearate, tea-dodecylbenzenesulfonate, disodium edta, propylene glycol, sodium citrate, mica (ci 77019), titanium dioxide (ci 77891), red 33 (ci 17200)",https://target.scene7.com/is/image/Target/GUEST_68c7dc65-1894-4d42-a9a7-494979f35182?wid=488&hei=488&fmt=webp,https://www.target.com/p/suave-kids-black-panther-triple-berry-t-challa-shampoo-body-wash-28-fl-oz/-/A-75557051
Suave,Suave Professionals 2-in-1 Shampoo And Conditioner - 32 fl oz,"Inactive ingredients: swater, sodium laureth sulfate, cocamidopropyl betaine, sodium chloride, dimethiconol, fragrance, carbomer, guar hydroxypropyltrimonium chloride, tetrasodium edta, amodimethicone, dmdm hydantoin, tea-dodecylbenzenesulfonate, citric acid, c11-15 pareth-7, laureth-9, trideceth-12, ppg-9, tocopheryl acetate (vitamin e acetate), propylene glycol, panthenol, methylchloroisothiazolinone, methylisothiazolinone, mica (ci 77019), titanium dioxide (ci 77891)",https://target.scene7.com/is/image/Target/GUEST_1793760c-c42f-4e51-9061-79eaafd70e71?wid=488&hei=488&fmt=webp,https://www.target.com/p/suave-professionals-2-in-1-shampoo-and-conditioner-32-fl-oz/-/A-75560945
Just One You made by carter's,Baby Girls' 2pk Headwraps - Just One You® made by carter's One Size,,https://target.scene7.com/is/image/Target/GUEST_3e37a70d-4491-4eb1-885e-3225223d0018?wid=488&hei=488&fmt=webp,https://www.target.com/p/baby-girls-2pk-headwraps-just-one-you-174-made-by-carter-s-one-size/-/A-53843869
Yes To,Yes to Naturals Calming Scalp Relief Shampoo - 12 fl oz,"Inactive ingredients: swater (aqua), sodium coco-sulfate, xanthan gum, cocamidopropyl betaine, salvia officinalis (sage) oil, citrus (lemon) peel oil, cupressus sempervirens oil, melaleuca alternifolia (tea tree) oil, menthol, niacinamide, salicylic acid, silk amino acids, aleurites moluccana (kukui) seed oil, daucus carota sativa (carrot) seed oil*, ipomoea batatas (sweet potato) root extract, leuconostoc/radish root ferment filtrate, sodium chloride, glycerin, guar hydroxypropyltrimonium chloride, caprylyl glycol, sorbic acid, citric acid, phenoxyethanol, fragrance (parfum).",https://target.scene7.com/is/image/Target/GUEST_4c0e0cb6-4112-48f4-ba17-ae1932df0621?wid=488&hei=488&fmt=webp,https://www.target.com/p/yes-to-naturals-calming-scalp-relief-shampoo-12-fl-oz/-/A-50477066
Hask,Hask Argan Oil Repairing Shampoo - 12 fl oz,"Inactive ingredients: saqua/water/eau, sodium c14-16 olefin sulfonate, cocamide mea, sodium chloride, cocamidopropyl betaine, glycerin, glycol distearate, parfum/fragrance, argania spinosa (argan) kernel oil, glycine soja (soybean) protein, hydrolyzed keratin, hydrolyzed corn protein, hydrolyzed soy protein, panthenol, cyclopentasiloxane, dimethiconol, polyquaternium-10, peg-150 distearate, dicaprylyl ether, decyl glucoside, glyceryl oleate, phenoxyethanol, methylchloroisothiazolinone, methylisothiazolinone, citric acid, polyquaternium-7, magnesium chloride, potassium sorbate, benzoic acid, magnesium nitrate, isopropyl alcohol, sodium acetate, sodium benzoate, leuconostoc/radish root ferment filtrate, sodium hydroxide, benzyl benzoate, limonene",https://target.scene7.com/is/image/Target/GUEST_b8b187e0-2ada-4f1a-bf6b-a05ec1e26af5?wid=488&hei=488&fmt=webp,https://www.target.com/p/hask-argan-oil-repairing-shampoo-12-fl-oz/-/A-75563449
OGX,OGX Refresh & Restore + Coconut Miracle Oil Dry Shampoo - 5oz,"Inactive ingredients: sisobutane, propane, alcohol denat., aluminum starch octenylsuccinate, cocos nucifera (coconut) oil, gardenia florida fruit extract, vanilla planifolia fruit extract, silica, isopropyl myristate, glycerin, water, fragrance.",https://target.scene7.com/is/image/Target/GUEST_aec189a6-0267-43a2-90ed-523244cc3626?wid=488&hei=488&fmt=webp,https://www.target.com/p/ogx-refresh-restore-coconut-miracle-oil-dry-shampoo-5oz/-/A-52660482
Control GX,Just For Men® Control GX® Gray Reducing Shampoo - 5oz,,https://target.scene7.com/is/image/Target/GUEST_667d509a-6bee-461d-ac29-bb71f8a4f8b2?wid=488&hei=488&fmt=webp,https://www.target.com/p/just-for-men-174-control-gx-174-gray-reducing-shampoo-5oz/-/A-49106420
Aunt Jackie's,Aunt Jackie's Curl La La Defining Curl Custard - 15oz,,https://target.scene7.com/is/image/Target/GUEST_c0002a2e-89c6-45c3-83da-3d9a5d20a6eb?wid=488&hei=488&fmt=webp,https://www.target.com/p/aunt-jackie-s-curl-la-la-defining-curl-custard-15oz/-/A-52494531
Pantene,Pantene PRO-V Blends Charcoal Shampoo - 10.1 fl oz,,https://target.scene7.com/is/image/Target/GUEST_a383cc5a-2cbd-4c18-8b65-0888f634801e?wid=488&hei=488&fmt=webp,https://www.target.com/p/pantene-pro-v-blends-charcoal-shampoo-10-1-fl-oz/-/A-75557322
Conair,Conair Copper Pro Metal Nylon Round Brush,,https://target.scene7.com/is/image/Target/GUEST_45cbfe17-4160-4da7-964f-544faf9bb302?wid=488&hei=488&fmt=webp,https://www.target.com/p/conair-copper-pro-metal-nylon-round-brush/-/A-49130035
Suave,Suave Professionals Moroccan Infusion Set,,https://target.scene7.com/is/image/Target/GUEST_2aeefcb8-5777-4bf5-aa5e-0aedd5455ccb?wid=488&hei=488&fmt=webp,https://www.target.com/p/suave-professionals-moroccan-infusion-set/-/A-75561034
Curls,Curls Blueberry Bliss Reparative Leave In Conditioner - 8 fl oz,"Inactive ingredients: spurified water, behentrimonium methosulfate, cetearyl alcohol, cetyl alcohol, certified organic blueberry fruit extract, certified organic coconut oil, glycereth-26, sorbitol, certified organic aloe barbadensis leaf juice, hydrolyzed quinoa, silk amino acids, certified organic chamomile flower extract, fragrance, phenoxyethanol, caprylyl glycol.",https://target.scene7.com/is/image/Target/GUEST_1ff20b70-4ab2-4f86-a8a8-2a8a3cd9fa9f?wid=488&hei=488&fmt=webp,https://www.target.com/p/curls-blueberry-bliss-reparative-leave-in-conditioner-8-fl-oz/-/A-49118243
Conair,Conair Foldable Teasing Comb & Foldable Teasing Brush - 2pk,,https://target.scene7.com/is/image/Target/GUEST_1190b746-f4bb-4c26-a3f4-626a7636fad5?wid=488&hei=488&fmt=webp,https://www.target.com/p/conair-foldable-teasing-comb-foldable-teasing-brush-2pk/-/A-52588565
Bayer,One A Day® For Men Multivitamin Dietary Supplement Tablets,,https://target.scene7.com/is/image/Target/GUEST_3efac61d-49c3-4682-b43f-788b50776010?wid=488&hei=488&fmt=webp,https://www.target.com/p/one-a-day-174-for-men-multivitamin-dietary-supplement-tablets/-/A-15645405?preselect=11201228#lnk=sametab
sc&#252;nci,Scunci No Slip Luxe Headwrap - 1pc,,https://target.scene7.com/is/image/Target/GUEST_6e5cc04a-8ac8-4136-8db0-4198d6f58d70?wid=488&hei=488&fmt=webp,https://www.target.com/p/scunci-no-slip-luxe-headwrap-1pc/-/A-16200681
Aveeno,Aveeno Scalp Soothing Fresh Greens Blend Shampoo - 12 fl oz,"Inactive ingredients: scolloidal oatmeal extract, water, sodium c14-16 olefin sulfonate, cocamidopropyl betaine, mentha piperita (peppermint) oil, cucumis sativus (cucumber) fruit water, rosmarinus officinalis (rosemary) leaf oil, polyquaternium-22, peg-7 amodimethicone, linoleamidopropyl pg-dimonium chloride phosphate, polyquaternium-39, sodium hydrolyzed potato starch dodecenylsuccinate, peg-150 pentaerythrityl tetrastearate, ppg-2 hydroxyethyl cocamide, propylene glycol, glycerin, hexylene glycol, sodium citrate, citric acid, sodium hydroxide, sodium benzoate, fragrance.",https://target.scene7.com/is/image/Target/GUEST_4b504487-e0f9-4567-8ed3-7e61bf24b938?wid=488&hei=488&fmt=webp,https://www.target.com/p/aveeno-scalp-soothing-fresh-greens-blend-shampoo-12-fl-oz/-/A-75566934
Head & Shoulders,Head & Shoulders 2-in-1 Men Advanced Series Charcoal Shampoo + Conditioner - 12.8 fl oz,,https://target.scene7.com/is/image/Target/GUEST_6a57c0f1-11f2-462f-9f66-1fda74bb81b0?wid=488&hei=488&fmt=webp,https://www.target.com/p/head-shoulders-2-in-1-men-advanced-series-charcoal-shampoo-conditioner-12-8-fl-oz/-/A-75557310
L'Oreal Paris,L'oreal Paris Elvive Total Repair 5 Rapid Reviver Deep Conditioner - 6 fl oz,,https://target.scene7.com/is/image/Target/GUEST_9a9d8198-61ee-4dde-bdf4-2f595f0f0131?wid=488&hei=488&fmt=webp,https://www.target.com/p/l-oreal-paris-elvive-total-repair-5-rapid-reviver-deep-conditioner-6-fl-oz/-/A-75561525
SheaMoisture,SheaMoisture 100% Extra Virgin Coconut Oil - 15oz,"Inactive ingredients: scocos nucifera (coconut) oil, cocos nucifera (coconut) oil*",https://target.scene7.com/is/image/Target/GUEST_05c446f9-42bf-4326-8c36-f85423beffde?wid=488&hei=488&fmt=webp,https://www.target.com/p/sheamoisture-100-extra-virgin-coconut-oil-15oz/-/A-21493330
Revlon,Revlon Ionic Technology Perfect Heat & Style Hair Dryer,,https://target.scene7.com/is/image/Target/GUEST_5f384f53-d75c-4b1b-a1c1-e0be4610e228?wid=488&hei=488&fmt=webp,https://www.target.com/p/revlon-ionic-technology-perfect-heat-style-hair-dryer/-/A-12935914
Dove Beauty,Dove Invisible Dry Shampoo - 5oz,"Inactive ingredients: sisobutane, sd alcohol 40-b (alcohol denat.), propane, aluminum starch octenylsuccinate, butane, fragrance, isopropyl myristate, silica, tocopheryl acetate, silk amino acids.",https://target.scene7.com/is/image/Target/GUEST_09279b43-cfdb-429a-a706-55f25d702713?wid=488&hei=488&fmt=webp,https://www.target.com/p/dove-invisible-dry-shampoo-5oz/-/A-75560938
Suave,Suave Professionals Coconut + Vanilla Repairing Shampoo - 12.6 fl oz,"Inactive ingredients: swater (aqua), sodium laureth sulfate, cocamidopropyl betaine, sodium chloride, dimethiconol, citric acid, glycerin, sodium benzoate, carbomer, fragrance (parfum), guar hydroxypropyltrimonium chloride, tea-dodecylbenzenesulfonate, ppg-9, disodium edta, peg-45m, cocos nucifera (coconut) oil, vanilla planifolia fruit extract, benzyl alcohol, benzyl salicylate, coumarin, hexyl cinnamal, limonene, linalool, mica (ci 77019), titanium dioxide (ci 77891)",https://target.scene7.com/is/image/Target/GUEST_1477bd24-1beb-494e-8d83-ce06954c2ff5?wid=488&hei=488&fmt=webp,https://www.target.com/p/suave-professionals-coconut-vanilla-repairing-shampoo-12-6-fl-oz/-/A-75561013
ORS,ORS Oil Moisturizing Hair Lotion - 8.5 fl oz,"Inactive ingredients: saqua, cocos nucifera (coconut) oil, carthamus tinctorius (safflower) seed oil, ricinus communis (castor) seed oil, petrolatum, sorbitol, cyclomethicone, cetearyl alcohol, dimethicone, glyceryl stearate se, ppg-3 benzyl ether myristate, olea europaea (olive) fruit oil, carbomer, sodium cetearyl sulfate, stearic acid, aminomethyl propanol, propylene glycol, disodium edta, bht, dmdm hydantoin, methylparaben, propylparaben, methylchloroisothiazolinone, methylisothiazolinone, parfum, alpha-isomethyl ionone, benzyl alcohol, benzyl salicylate, butylphenyl methylpropional, geraniol, hexyl cinnamal, hydroxyisohexyl 3-cyclohexene carboxaldehyde, limonene, linalool, ci 42090 (blue 1), ci 19140 (yellow 5).",https://target.scene7.com/is/image/Target/GUEST_074d10b9-c2da-47e8-a94e-27be035f0df4?wid=488&hei=488&fmt=webp,https://www.target.com/p/ors-oil-moisturizing-hair-lotion-8-5-fl-oz/-/A-13044188
Viviscal,Viviscal Gorgeous Growth Densifying Conditioner - 8.5 fl oz,"Inactive ingredients: saqua (water), cetearyl alcohol, stearamidopropyl dimethylamine, citric acid, cetrimonium chloride, ceteareth-25, methoxy peg/ppg-7/3 aminopropyl dimethicone, sodium benzoate, parfum (fragrance), hydrolyzed keratin, panthenol, zinc pca, disodium edta, citrus limon (lemon) peel extract, citrus nobilis (mandarin orange) fruit extract, phenoxyethanol, citrus aurantium amara (bitter orange) peel extract, citrus aurantium dulcis (orange) peel extract, cinnamomum camphora (camphor) bark oil, lavandula hybrida oil, myristica fragrans (nutmeg) kernel oil, pogostemon cablin (patchouli) oil, potassium sorbate, biotin, coriandrum sativum (coriander) seed oil, eucalyptus globulus leaf oil, litsea cubeba fruit oil, pisum sativum (pea) extract, salvia sclarea (clary) flower/leaf/stem extract, hydroxycitronellal, limonene.",https://target.scene7.com/is/image/Target/GUEST_ce194ddb-344a-4ad6-af76-2a9a55ce2795?wid=488&hei=488&fmt=webp,https://www.target.com/p/viviscal-gorgeous-growth-densifying-conditioner-8-5-fl-oz/-/A-51011302
Wahl,Wahl Beard & Stubble Rechargeable Men's Beard & Facial Trimmer With Soft Touch Grip - 9916-4301,,https://target.scene7.com/is/image/Target/GUEST_41e77052-3305-475a-baf0-a33fd304c89f?wid=488&hei=488&fmt=webp,https://www.target.com/p/wahl-beard-stubble-rechargeable-men-s-beard-facial-trimmer-with-soft-touch-grip-9916-4301/-/A-14896781
sc&#252;nci,Scunci 9mm Flat No Slip Black Headwraps - 4pk,,https://target.scene7.com/is/image/Target/GUEST_ded2a425-02a2-4bd5-992e-bb84e70c0abf?wid=488&hei=488&fmt=webp,https://www.target.com/p/scunci-9mm-flat-no-slip-black-headwraps-4pk/-/A-52596503
Nexxus,Nexxus Promend Split End Repair Rebalancing Silicone Free Shampoo - 13.5 fl oz,"Inactive ingredients: swater (aqua), sodium laureth sulfate, cocamidopropyl betaine, glycol distearate, sodium chloride, hydrolyzed elastin, hydrolyzed keratin, hydrolyzed wheat protein, linum usitatissimum (linseed) seed oil, fragrance (parfum), polyquaternium-10, peg-6 caprylic/capric glycerides, gluconolactone, glycerin, ppg-9, trehalose, adipic acid, sodium sulfate, citric acid, dmdm hydantoin, disodium edta, polyquaternium-28, pvm/ma copolymer, methylchloroisothiazolinone, methylisothiazolinone, peg-150 pentaerythrityl tetrastearate, ppg-2 hydroxyethyl cocamide.",https://target.scene7.com/is/image/Target/GUEST_3e8bc0b9-90f1-4cf7-8340-7e5c3207cdcc?wid=488&hei=488&fmt=webp,https://www.target.com/p/nexxus-promend-split-end-repair-rebalancing-silicone-free-shampoo-13-5-fl-oz/-/A-13294247
Cat & Jack™,Toddler Girls' Unicorn Ears Headband - Cat & Jack™ Green,,https://target.scene7.com/is/image/Target/GUEST_18396384-b970-497a-9234-636d48141547?wid=488&hei=488&fmt=webp,https://www.target.com/p/toddler-girls-unicorn-ears-headband-cat-jack-153-green/-/A-53951892
 collection,Kristin Ess Rose Gold Temporary Tint - 7oz,"Inactive ingredients: swater, c11-15 pareth-12, fragrance, propylene glycol, panthenol, gelidiella acerosa extract, litchi chinensis pericarp extract, hypnea musciformis extract, sargassum filipendula extract, salvia hispanica seed oil, algin, carrageenan, coco-glucoside, hydrolyzed keratin, chitosan, cetearamidoethyldiethonium succinoyl hydrolyzed pea protein, behentrimonium methosulfate, cetrimonium chloride, guar hydroxypropyltrimonium chloride, caprylic/capric triglyceride, xanthan gum, cetearyl alcohol, quaternium-80, pvp, glycerin, sorbitol, citric acid, potassium sorbate, phenoxyethanol, basic red 51.",https://target.scene7.com/is/image/Target/GUEST_ec2f62b3-607b-4522-a28c-9d4a2e95f921?wid=488&hei=488&fmt=webp,https://www.target.com/p/kristin-ess-rose-gold-temporary-tint-7oz/-/A-52567714
Remington,Remington Pro Professional Titanium Ceramic Hair Dryer - Blue - D2042,,https://target.scene7.com/is/image/Target/GUEST_06d9fd1f-db45-40b7-9a2c-b3aa579430d8?wid=488&hei=488&fmt=webp,https://www.target.com/p/remington-pro-professional-titanium-ceramic-hair-dryer-blue-d2042/-/A-52525811
