Brand,Product Name,Ingredients,Product Image,
Tresemme,TRESemme Keratin Smooth Color Shampoo - 22 fl oz,"Inactive ingredients: swater, sodium laureth sulfate, cocamidopropyl betaine, sodium chloride, glycerin, hydrolyzed keratin, sclerocarya birrea seed oil, argania spinosa kernel oil, dimethiconol, fragrance, glycol distearate, carbomer, guar hydroxypropyltrimonium chloride, tea-dodecylbenzenesulfonate, citric acid, ppg-9, dmdm hydantoin, disodium edta, peg-45m, sodium benzoate, ethylhexyl methoxycinnamate, methylchloroisothiazolinone, methylisothiazolinone, cocamide mea, mica (ci 77019), titanium dioxide (ci 77891)",https://target.scene7.com/is/image/Target/GUEST_7e0ac180-814a-442c-b129-361b9a39d6ac?wid=488&hei=488&fmt=webp,https://www.target.com/p/tresemme-keratin-smooth-color-shampoo-22-fl-oz/-/A-52506474
Pantene,Pantene Pro-V Color Revival Shine Conditioner - 12 fl oz,"Inactive ingredients: swater, stearyl alcohol, behentrimonium chloride, cetyl alcohol, bis-aminopropyl dimethicone, fragrance, benzyl alcohol, disodium edta, histidine, panthenol, panthenyl ethyl ether, citric acid, trisodium ethylenediamine disuccinate, methylchloroisothiazolinone, methylisothiazolinone.",https://target.scene7.com/is/image/Target/GUEST_e84304a0-6599-42f9-b9ce-70aea64e5ba3?wid=488&hei=488&fmt=webp,https://www.target.com/p/pantene-pro-v-color-revival-shine-conditioner-12-fl-oz/-/A-13990472
Carol's Daughter,Carols Daughter Black Vanilla Leave-In Conditioner - 2.0 fl oz,"Inactive ingredients: swater (aqua), polysorbate 80, glycerin, panthenol (pro-vitamin b5), sodium hyaluronate, sodium pca, butylene glycol, lavandula angustifolia (lavender) flower/leaf stem, lonicera caprifolium (honeysuckle) flower extract, lonicera japonica (japanese honeysuckle) flower extract, salvia officinalis (sage) leaf extract, calendula officinalis flower extract, aloe barbadensis leaf juice, hydrolyzed wheat protein, hydrolyzed wheat starch, hydrolyzed corn starch, potassium sorbate, citric acid, caramel, fragrance (parfum) 1109j1323744-01",https://target.scene7.com/is/image/Target/GUEST_fd12ebed-9eb3-424f-89ab-131d462712cb?wid=488&hei=488&fmt=webp,https://www.target.com/p/carols-daughter-black-vanilla-leave-in-conditioner-2-0-fl-oz/-/A-16964633
Pantene,Pantene Pro-V Daily Moisture Renewal 2-in-1 Shampoo & Conditioner - 25 fl oz,"Inactive ingredients: swater, sodium laureth sulfate, cocamidopropyl betaine, sodium citrate, sodium xylenesulfonate, sodium lauryl sulfate, glycol distearate, sodium chloride, stearyl alcohol, fragrance, dimethiconol, cetyl alcohol, dimethicone, sodium benzoate, citric acid, guar hydroxypropyltrimonium chloride, tea-dodecylbenzenesulfonate, tetrasodium edta, trideceth-10, trisodium ethylenediamine disuccinate, panthenol, panthenyl ethyl ether, methylchloroisothiazolinone, yellow 5, methylisothiazolinone, red 33.",https://target.scene7.com/is/image/Target/GUEST_ddbb3388-cb78-4ac0-b5d4-2d54b050956c?wid=488&hei=488&fmt=webp,https://www.target.com/p/pantene-pro-v-daily-moisture-renewal-2-in-1-shampoo-conditioner-25-fl-oz/-/A-52563329
Honest Company,Honest Company Conditioning Detangler & Fortifying Spray 4 oz,"Inactive ingredients: swater, glycerin, behentrimonium chloride, calendula officinalis (calendula) flower extract*, chamomilla recutita (matricaria) flower extract*, vanilla planifolia (vanilla) fruit extract, cocos nucifera (coconut) oil*, crambe abyssinica seed oil, orbignya speciosa kernel oil, citrus tangerina (tangerine) peel oil, argania spinosa (argan) kernel oil*, citrus aurantium dulcis (orange) peel oil, astrocaryum murumuru seed butter, butyrospermum parkii (shea) butter*, hydrolyzed jojoba protein, hydrolyzed quinoa, caprylhydroxamic acid, panthenol, triethyl citrate, caprylyl glycol",https://target.scene7.com/is/image/Target/GUEST_2a6143d6-2503-4a7a-811f-87861107f786?wid=488&hei=488&fmt=webp,https://www.target.com/p/honest-company-conditioning-detangler-fortifying-spray-4-oz/-/A-15645410
Conair,Conair Multipack Combs Made in USA - 12pc,,https://target.scene7.com/is/image/Target/GUEST_6154331b-568a-42ad-b537-3e8b1f4267ba?wid=488&hei=488&fmt=webp,https://www.target.com/p/conair-multipack-combs-made-in-usa-12pc/-/A-52597473
Conair,Scunci Mini Brown Bobby Pins - 36pk,,https://target.scene7.com/is/image/Target/GUEST_8f7e1c29-ad5d-4981-a6df-954c2ba844f3?wid=488&hei=488&fmt=webp,https://www.target.com/p/scunci-mini-brown-bobby-pins-36pk/-/A-75563948
up & up™,Vitamin E Dietary Supplement Oil - 2.5 fl oz - Up&Up™,"Inactive ingredients: sglycine soja (soybean) oil, tocopheryl acetate (vitamin e acetate), cocos nucifera (coconut) oil",https://target.scene7.com/is/image/Target/GUEST_14979c17-8005-4edc-91b7-71298b5afb04?wid=488&hei=488&fmt=webp,https://www.target.com/p/vitamin-e-dietary-supplement-oil-2-5-fl-oz-up-up-153/-/A-11034449
 collection,SheaMoisture Coconut & Hibiscus Curl & Shine Shampoo- 13 fl oz,"Inactive ingredients: swater, decyl glucoside, sodium lauroyl lactylate, sodium lauroyl hydrolyzed silk, cocos nucifera (coconut) fruit juice, glycol stearate, butyrospermum parkii (shea) butter*~, panthenol, tocopherol, stearamide amp, cocos nucifera (coconut) oil, aloe barbadensis leaf juice, melia azadirachta seed oil, hibiscus rosa-sinensis flower extract, rosmarinus officinalis (rosemary) leaf oil, caprylhydroxamic acid, guar hydroxypropyltrimonium chloride, caprylyl glycol, glycerin (vegetable), sodium phytate, sodium benzoate, fragrance (essential oil blend)",https://target.scene7.com/is/image/Target/GUEST_1e2362fc-2f62-45bf-8c03-13b478af887e?wid=488&hei=488&fmt=webp,https://www.target.com/p/sheamoisture-coconut-hibiscus-curl-shine-shampoo-13-fl-oz/-/A-12239243
sc&#252;nci,Scunci Small 2mm No Damage Elastics - 34pc,,https://target.scene7.com/is/image/Target/GUEST_cc256266-6561-4960-95a1-d48f2219ceb0?wid=488&hei=488&fmt=webp,https://www.target.com/p/scunci-small-2mm-no-damage-elastics-34pc/-/A-52596109
Head & Shoulders,Head & Shoulders Royal Oils Deep Moisture Masque Conditioner with Coconut Oil - 7.6 fl oz,,https://target.scene7.com/is/image/Target/GUEST_e758d38e-db8f-4b23-ad44-730e4a7ac04c?wid=488&hei=488&fmt=webp,https://www.target.com/p/head-shoulders-royal-oils-deep-moisture-masque-conditioner-with-coconut-oil-7-6-fl-oz/-/A-75562760
 collection,Kristin Ess Dry Finish Working Texture Spray - 6.9oz,"Inactive ingredients: shydrofluorocarbon 152a, dimethyl ether, alcohol denat., vp/va copolymer, hypnea musciformis extract, litchi chinensis pericarp extract, sargassum filipendula extract, salvia hispanica seed oil, gelidiella acerosa extract, algin, carrageenan, coco-glucoside, hydrolyzed keratin, chitosan, sorbitol, cetearamidoethyldiethonium succinoyl hydrolyzed pea protein, ethylhexyl methoxycinnamate, xanthan gum, caprylic/capric triglyceride, acetyl triethyl citrate, peg/ppg-17/18 dimethicone, alumina, silica, sodium oxide, calcium oxide, potassium oxide, glycerin, triethylene glycol, benzyl alcohol, propylene glycol, fragrance.",https://target.scene7.com/is/image/Target/GUEST_4647cd54-a20a-498c-9c2e-1d2bb31a6b7f?wid=488&hei=488&fmt=webp,https://www.target.com/p/kristin-ess-dry-finish-working-texture-spray-6-9oz/-/A-51397116
 collection,L'Oreal Paris EverPure Sulfate Free Volume Shampoo - 8.5 fl oz,"Inactive ingredients: s1043379 q: aqua/water/eau, sodium cocoyl isethionate, disodium laureth sulfosuccinate, cocamidopropyl betaine, sodium lauryl sulfoacetate, sodium lauroyl sarcosinate glycol distearate, glycereth-26, decyl glucoside, hydrogenated coconut acid, parfum/fragrance, sodium chloride, ppg-5-ceteth-20, amodimethicone, peg-55 propylene glycol oleate, propylene glycol, sodium isethionate, polyquaternium-7, sodium hydroxide, carbomer, c11-15 pareth-7, benzoic acid, tocopherol, benzophenone-4, caprylic/capric triglyceride, laureth-9, mentha peperita leaf extract/peppermint leaf extract, glycerin, limonene, trideceth- 12, magnesium nitrate, sodium benzoate, benzyl alcohol, linalool, butylphenyl methylpropional, rosmarinus officinalis leaf oil/rosemary leaf oil, citronellol, salicylic acid, methylchloroisothiazolinone, sorbic acid, magnesium chloride, nelumbium speciosum flower extract, methylisothiazolinone, citric acid. f.i.l.#d193553/1",https://target.scene7.com/is/image/Target/GUEST_52f1ff72-4749-4ad6-a917-f976237b2797?wid=488&hei=488&fmt=webp,https://www.target.com/p/l-oreal-paris-everpure-sulfate-free-volume-shampoo-8-5-fl-oz/-/A-11127522
Head & Shoulders,Head & Shoulders Royal Oils Moisturizing Co-Wash with Coconut Oil - 15.2 fl oz,,https://target.scene7.com/is/image/Target/GUEST_f6bb25b0-4b89-4e9b-aae8-fe9ebe2cfd22?wid=488&hei=488&fmt=webp,https://www.target.com/p/head-shoulders-royal-oils-moisturizing-co-wash-with-coconut-oil-15-2-fl-oz/-/A-75562755
Garnier,Garnier Fructis Active Fruit Protein Grow Strong Fortifying Shampoo & Conditioner Set - 12.5 fl oz,,https://target.scene7.com/is/image/Target/GUEST_7877ce16-1b70-4642-8898-8917dcb2df69?wid=488&hei=488&fmt=webp,https://www.target.com/p/garnier-fructis-active-fruit-protein-grow-strong-fortifying-shampoo-conditioner-set-12-5-fl-oz/-/A-52514435
Head N Shoulders,Head and Shoulders Itchy Scalp Care Daily-Use Anti-Dandruff Shampoo - 13.5 fl oz,"Active ingredients: PYRITHIONE ZINC (1.0%) Inactive ingredients: swater, sodium lauryl sulfate, sodium laureth sulfate, glycol distearate, zinc carbonate, sodium chloride, sodium xylenesulfonate, cocamidopropyl betaine, fragrance, dimethicone, sodium benzoate, guar hydroxypropyltrimonium chloride, magnesium carbonate hydroxide, eucalyptus globulus leaf extract, methylchloroisothiazolinone, methylisothiazolinone.",https://target.scene7.com/is/image/Target/GUEST_250cb7fa-fb74-40e9-bc7b-2b31c19145f3?wid=488&hei=488&fmt=webp,https://www.target.com/p/head-and-shoulders-itchy-scalp-care-daily-use-anti-dandruff-shampoo-13-5-fl-oz/-/A-52473204
Aussie,Aussie Instant Freeze Sculpting Gel - 7oz,,https://target.scene7.com/is/image/Target/GUEST_8cec1206-659d-43ea-83f8-d848213962ca?wid=488&hei=488&fmt=webp,https://www.target.com/p/aussie-instant-freeze-sculpting-gel-7oz/-/A-17482979
 collection,"Garnier Fructis Sleek & Shine Conditioner for Frizzy, Dry, Unmanageable Hair - 21 fl oz","Inactive ingredients: s1067659fs21 aqua, cetearyl alcohol, behentrimonium chloride, amodimethicone, ci 19140, ci 15985, niacinamide, saccharum officinarum extract, tocopherol, hydroxypropyltrimonium lemon protein, phenoxyethanol, argania spinosa kernel oil, trideceth-6, camellia sinensis leaf extract, benzoic acid, benzyl alcohol, linalool, isopropyl alcohol, pyrus malus fruit extract, pyridoxine hcl, potassium hydroxide, cetrimonium chloride, citric acid, citrus limon peel extract, leuconostoc/radish root ferment filtrate, hexyl cinnamal, amyl cinnamal, parfum. f.i.l. c196400/1",https://target.scene7.com/is/image/Target/GUEST_cd4a2066-b8d3-4fae-8839-8e43f5c41270?wid=488&hei=488&fmt=webp,https://www.target.com/p/garnier-fructis-sleek-shine-conditioner-for-frizzy-dry-unmanageable-hair-21-fl-oz/-/A-51850593
 collection,L'Oréal Paris Elvive Volume Filler Thickening Shampoo - 12.6 fl oz,"Inactive ingredients: s1101607 pt15: aqua/water/water, sodium laureth sulfate, sodium lauryl sulfate, cocamide mea, glycerin, sodium chloride, glycol distearate, parfum/fragrance, hexylene glycol, sodium benzoate, salicylic acid, dimethicone, carbomer, polysilicone-8, linalool, hexyl cinnamal, polyquaternium-16, arginine, glutamic acid, benzyl salicylate, benzyl alcohol, limonene, serine, hydroxypropyltrimonium hydrolyzed wheat protein, amyl cinnamal, citronellol, aminomethyl propanol, alpha-isomethyl ionone, aminopropyl triethoxysilane, soluble collagen, sodium hydroxide, citric acid. f.i.l. d163685/2 us patents: 6, 086, 862; 6, 022, 836 us pat pending",https://target.scene7.com/is/image/Target/GUEST_584593ef-0fac-4c24-bb8e-19c517f7b470?wid=488&hei=488&fmt=webp,https://www.target.com/p/l-or-233-al-paris-elvive-volume-filler-thickening-shampoo-12-6-fl-oz/-/A-14897803
OGX,OGX Hydrating Tea Tree Mint Moisturizing Shampoo - 13 fl oz,"Inactive ingredients: swater, sodium c14-16 olefin sulfonate, cocamidopropyl hydroxysultaine, sodium cocoyl isethionate, ppg-2 hydroxyethyl coco/isostearamide, melaleuca alternifolia (tea tree) leaf oil, hydrolyzed milk protein, mentha piperita (peppermint) oil, panthenol, peg-120 methyl glucose dioleate, dimethicone, amodimethicone, sodium chloride, glycol stearate, guar hydroxypropyltrimonium chloride, polyquaternium-6, polyquaternium-10, laureth-4, laureth-23, cocamidopropyl betaine, cetrimonium chloride, trideceth-12, tetrasodium edta, citric acid, fragrance, diazolidinyl urea, iodopropynyl butylcarbamate, yellow 5 (ci 19140), blue 1 (ci 42090).",https://target.scene7.com/is/image/Target/GUEST_8d0bc9e7-832b-421f-8d45-bef5a612cadc?wid=488&hei=488&fmt=webp,https://www.target.com/p/ogx-hydrating-tea-tree-mint-moisturizing-shampoo-13-fl-oz/-/A-14788492
 collection,Garnier Fructis With Active Fruit Protein Sleek & Shine Conditioner - 33.8 fl oz,"Inactive ingredients: s1067659fs21 aqua, cetearyl alcohol, behentrimonium chloride, amodimethicone, ci 19140, ci 15985, niacinamide, saccharum officinarum extract, tocopherol, hydroxypropyltrimonium lemon protein, phenoxyethanol, argania spinosa kernel oil, trideceth-6, camellia sinensis leaf extract, benzoic acid, benzyl alcohol, linalool, isopropyl alcohol, pyrus malus fruit extract, pyridoxine hcl, potassium hydroxide, cetrimonium chloride, citric acid, citrus limon peel extract, leuconostoc/radish root ferment filtrate, hexyl cinnamal, amyl cinnamal, parfum.",https://target.scene7.com/is/image/Target/GUEST_315c228b-6f4c-45ed-bf9e-b21200790fd8?wid=488&hei=488&fmt=webp,https://www.target.com/p/garnier-fructis-with-active-fruit-protein-sleek-shine-conditioner-33-8-fl-oz/-/A-14656271
Dove,Dove Beauty Style + Care Extra Hold Hairspray - 9.25 fl oz,"Inactive ingredients: ssd alcohol 40-b (alcohol denat.), water (aqua), acrylates/hydroxyesters acrylates copolymer, fragrance (parfum), aminomethyl propanol, cyclopentasiloxane, propylene glycol, red 33 (ci 17200), blue 1 (ci 42090)",https://target.scene7.com/is/image/Target/GUEST_7f96e565-12c5-44d1-8580-43f7a52007df?wid=488&hei=488&fmt=webp,https://www.target.com/p/dove-beauty-style-care-extra-hold-hairspray-9-25-fl-oz/-/A-13906000
Suave®,Suave Professionals Almond and Shea Butter Moisturizing Conditioner - 28 fl oz,"Inactive ingredients: swater (aqua), cetearyl alchol dimethicone, stearamidopropyl dimethylamine, prunus amygdalus dulcis (sweet almond) oil, prunus amygdalus amara (bitter almond) kernel oil, butyrospermum parkii (shea) butter, aloe barbadensis leaf extract, cymbopogon schoenanthus oil, rosmarinus officinalis (rosemary) leaf oil, chamomilla recutita (matricaria) flower extract, lavandula angustifolia (lavender) flower/leaf/stem extract, simmondsia chinensis (jojoba) seed oil, behentrimonium chloride, fragrance (parfum), dipropylene glycol, lactic acid, potassium chloride, amodimethicone, disodium edta, dmdm hydantoin, peg-150 distearate, peg-7 propylheptyl ether, cetrimonium chloride, methylchloroisothiazolinone, methylisothiazolinone.",https://target.scene7.com/is/image/Target/GUEST_64fe1c4b-869e-47b0-a0c4-9915a135fdf9?wid=488&hei=488&fmt=webp,https://www.target.com/p/suave-professionals-almond-and-shea-butter-moisturizing-conditioner-28-fl-oz/-/A-13294386
Suave®,Suave Professionals Almond & Shea Butter Moisturizing Shampoo - 12.6 fl oz,"Inactive ingredients: swater (aqua), sodium laureth sulfate, cocamidopropyl betaine, sodium chloride, glycerin, prunus amygdalus dulcis (sweet almond) oil, prunus amygdalus amara (bitter almond) kernel oil, butyrospermum parkii (shea) butter, aloe barbadensis leaf extract, cymbopogon schoenanthus oil, rosmarinus officinalis (rosemary) leaf oil, chamomilla recutita (matricaria) flower extract, lavandula angustifolia (lavender) flower/leaf/stem extract, simmondsia chinensis (jojoba) seed oil, dimethiconol, fragrance (parfum), carbomer, guar hydroxypropyltrimonium chloride, tea-dodecylbenzenesulfonate, citric acid, ppg-9, tetrasodium edta, dmdm hydantoin, peg-45m, methylchloroisothiazolinone, methylisothiazolinone, mica (ci 77019), titanium dioxide (ci 77891).",https://target.scene7.com/is/image/Target/GUEST_af86db5b-f53d-4d10-8aa8-b192fa2343f0?wid=488&hei=488&fmt=webp,https://www.target.com/p/suave-professionals-almond-shea-butter-moisturizing-shampoo-12-6-fl-oz/-/A-52952290
Conair,Conair Scunci Curved Bobby Pins Blonde - 60pk,,https://target.scene7.com/is/image/Target/GUEST_b7224844-0b0c-46bb-9710-cc5cec65cce3?wid=488&hei=488&fmt=webp,https://www.target.com/p/conair-scunci-curved-bobby-pins-blonde-60pk/-/A-52592783
Pantene,Pantene Pro-V Smooth and Sleek Dream Care Shampoo - 25 fl oz,"Inactive ingredients: swater, sodium laureth sulfate, sodium citrate, cocamidopropyl betaine, sodium xylenesulfonate, stearyl alcohol, sodium lauryl sulfate, dimethiconol, sodium chloride, glycerin, cetyl alcohol, fragrance, dimethicone, tea-dodecylbenzenesulfonate, guar hydroxypropyltrimonium chloride, citric acid, sodium benzoate, trideceth-10, polyquaternium-6, tetrasodium edta, trisodium ethylenediamine disuccinate, polyquaternium-10, trihydroxystearin, panthenol, panthenyl ethyl ether, persea gratissima (avocado) oil, argania spinosa kernel oil, methylchloroisothiazolinone, yellow 5, methylisothiazolinone, red 33.",https://target.scene7.com/is/image/Target/GUEST_2d1ec227-5d6f-4417-868a-2cd1c37f2636?wid=488&hei=488&fmt=webp,https://www.target.com/p/pantene-pro-v-smooth-and-sleek-dream-care-shampoo-25-fl-oz/-/A-52557310
Suave®,Suave Kids Purely Fun 3 In 1 Moisturizing Shampoo + Conditioner + Body Wash - 28 fl oz,,https://target.scene7.com/is/image/Target/GUEST_7aa9d40c-efa5-4ad0-995f-ae28bcf6583c?wid=488&hei=488&fmt=webp,https://www.target.com/p/suave-kids-purely-fun-3-in-1-moisturizing-shampoo-conditioner-body-wash-28-fl-oz/-/A-52508973
Suave®,Suave Men Alpine Fresh 2 In 1 Shampoo + Conditioner - 28 fl oz,"Inactive ingredients: swater (aqua), sodium laureth sulfate, cocamidopropyl betaine, sodium chloride, dimethiconol, fragrance (parfum), carbomer, citric acid, guar hydroxypropyltrimonium chloride, tea-dodecylbenzenesulfonate, tetrasodium edta, dmdm hydantoin, ppg-9, methylchloroisothiazolinone, methylisothiazolinone.",https://target.scene7.com/is/image/Target/GUEST_a94fa010-0859-4748-967f-5e4d300ce28d?wid=488&hei=488&fmt=webp,https://www.target.com/p/suave-men-alpine-fresh-2-in-1-shampoo-conditioner-28-fl-oz/-/A-52509379
 collection,L'Oréal Paris Elvive Extraordinary Clay Rebalancing Conditioner - 12.6 fl oz,"Inactive ingredients: s1149684a aqua/water/eau, cetearyl alcohol, behentrimonium chloride, glycine soja oil/soybean oil, cetyl esters, parfum/fragrance, isopropyl alcohol, glycerin, phenoxyethanol, bht, linalool, hexyl cinnamal, benzyl alcohol, benzyl salicylate, chlorhexidine dihydrochloride, citric acid, citronellol, argilla/magnesium aluminum silicate, salicylic acid, kaolin, montmorillonite, geraniol, alpha-isomethyl ionone, sodium hyaluronate. f.i.l. d190562/1",https://target.scene7.com/is/image/Target/GUEST_7bad7281-acb3-446f-899e-a60e6e53dfe8?wid=488&hei=488&fmt=webp,https://www.target.com/p/l-or-233-al-paris-elvive-extraordinary-clay-rebalancing-conditioner-12-6-fl-oz/-/A-51028742
Not Your Mother's,Not Your Mother's Blonde Moment Treatment Conditioner - 8 fl oz,"Inactive ingredients: swater, cetearyl alcohol, behentrimonium chloride, distearyldimonium chloride, glycerin, quaternium-80, oryza sativa (rice) extract, hydroxyethylcellulose, fragrance, phenoxyethanol, ethylhexylglycerin, citric acid, ci 60730 (ext. d&c violet 2).",https://target.scene7.com/is/image/Target/GUEST_d4dad503-4921-46c7-b7ac-857037afeb7a?wid=488&hei=488&fmt=webp,https://www.target.com/p/not-your-mother-s-blonde-moment-treatment-conditioner-8-fl-oz/-/A-52810859
Dove Beauty,Dove Beauty Derma Care Scalp Soothing Moisture Shampoo - 12 fl oz,"Active ingredients: PYRITHIONE ZINC (1.0%) Inactive ingredients: swater, sodium laureth sulfate, cocamidopropyl betaine, sodium chloride, dimethiconol, carbomer, fragrance, dimethicone, dmdm hydantoin, guar hydroxypropyltrimonium chloride, citric acid, ppg-9, zinc sulfate, tea-dodecylbenzenesulfonate, butylene glycol, iodopropynyl butylcarbamate, sodium benzoate, prunus amygdalus dulcis (sweet almond) oil, tocopheryl acetate, panthenol, aloe barbadensis leaf juice, methylchloroisothiazolinone, methylisothiazolinone, cocos nucifera (coconut) fruit extract",https://target.scene7.com/is/image/Target/GUEST_c9d6eaf5-62f3-4273-b5eb-b1560fb48bba?wid=488&hei=488&fmt=webp,https://www.target.com/p/dove-beauty-derma-care-scalp-soothing-moisture-shampoo-12-fl-oz/-/A-52504206
Dove,Dove Beauty Nutritive Intensive Repair Solutions Shampoo - 25.4 fl oz,"Inactive ingredients: swater (aqua), sodium laureth sulfate, glycol distearate, cocamidopropyl betaine, sodium chloride, fragrance (parfum), glycerin, dimethicone, gluconolactone, citric acid, dimethiconol, acrylates/beheneth-25 methacrylate copolymer, styrene/acrylates copolymer, guar hydroxypropyltrimonium chloride, sodium sulfate, trehalose, tetrasodium edta, amodimethicone, dmdm hydatoin, peg-45m, cocamide mea, tea-dodecylbenzenesulfonate, cetrimonium chloride, ppg-9, methylchloroisothiazolinone, methylisothiazolinone, mica (ci 77019), titanium dioxide (ci 77891)",https://target.scene7.com/is/image/Target/GUEST_19f32854-a5ce-4839-85b5-3c623ae2b16b?wid=488&hei=488&fmt=webp,https://www.target.com/p/dove-beauty-nutritive-intensive-repair-solutions-shampoo-25-4-fl-oz/-/A-12200299
Just One You made by carter's,Baby Girls' 3pk Plumes Headwrap - Just One You® made by carter's Pink/Gray,,https://target.scene7.com/is/image/Target/GUEST_15098f6a-0884-4da7-aec2-7388931eae23?wid=488&hei=488&fmt=webp,https://www.target.com/p/baby-girls-3pk-plumes-headwrap-just-one-you-174-made-by-carter-s-pink-gray/-/A-53351237
sc&#252;nci,Scunci Everyday & Active No Damage Large Interlock Twister Scrunchies - 8pk,,https://target.scene7.com/is/image/Target/GUEST_f61cfc9c-a292-4eff-99ef-2c08830c7c3b?wid=488&hei=488&fmt=webp,https://www.target.com/p/scunci-everyday-active-no-damage-large-interlock-twister-scrunchies-8pk/-/A-52596410
 collection,Garnier Fructis Color Shield Fortifying Conditioner for Color-Treated Hair - 21 fl oz,"Inactive ingredients: saqua, cetearyl alcohol, behentrimonium chloride, glycerin, cetyl esters, ci 17200, niacinamide, saccharum officinarum extract, tocopherol, dodecene, hydroxypropyltrimonium lemon protein, phenoxyethanol, ethylhexyl methoxycinnamate, chlorhexidine digluconate, poloxamer 407, maltodextrin, helianthus annuus seed oil, camellia sinensis leaf extract, linalool, benzophenone-4, benzyl alcohol, benzyl salicylate, isopropyl myristate, isopropyl alcohol, isostearyl alcohol, pyrus malus fruit extract, pyridoxine hcl, rosmarinus officinalis (rosemary) extract, citric acid, citronellol, vitis vinifera seed oil, euterpe oleracea fruit extract, citrus limon peel extract, bht, lauryl peg/ppg-18/18 methicone, leuconostoc/radish root ferment filtrate, hexyl cinnamal, amyl cinnamal, parfum.",https://target.scene7.com/is/image/Target/GUEST_5e09ea9d-5e36-4007-abeb-e76c19406063?wid=488&hei=488&fmt=webp,https://www.target.com/p/garnier-fructis-color-shield-fortifying-conditioner-for-color-treated-hair-21-fl-oz/-/A-51851254
Herbal Essences,Herbal Essences Tousle Me Softly Tousling Mousse - 6.8oz,"Inactive ingredients: swater, isobutane, propane, polyquaternium-4, fragrance, propylene, glycol, c9-11 pareth-8, dmdm hydantoin, disodium edta, citric acid.",https://target.scene7.com/is/image/Target/GUEST_1e5b0098-c29f-45bf-a006-552d9b93227c?wid=488&hei=488&fmt=webp,https://www.target.com/p/herbal-essences-tousle-me-softly-tousling-mousse-6-8oz/-/A-13961780
Pantene,Pantene Pro-V Smooth & Sleek Tames Frizz Taming Shampoo - 20.1 fl oz,"Inactive ingredients: swater, sodium laureth sulfate, sodium citrate, cocamidopropyl betaine, sodium xylenesulfonate, stearyl alcohol, sodium lauryl sulfate, dimethiconol, sodium chloride, glycerin, cetyl alcohol, fragrance, dimethicone, tea-dodecylbenzenesulfonate, guar hydroxypropyltrimonium chloride, citric acid, sodium benzoate, trideceth-10, polyquaternium-6, tetrasodium edta, trisodium ethylenediamine disuccinate, polyquaternium-10, trihydroxystearin, panthenol, panthenyl ethyl ether, persea gratissima (avocado) oil, argania spinosa kernel oil, methylchloroisothiazolinone, yellow 5, methylisothiazolinone, red 33.",https://target.scene7.com/is/image/Target/GUEST_d221ace7-89c4-4581-b7f2-d8bdeb053a92?wid=488&hei=488&fmt=webp,https://www.target.com/p/pantene-pro-v-smooth-sleek-tames-frizz-taming-shampoo-20-1-fl-oz/-/A-14898190
Garnier,Garnier Fructis Style Bounce Back Hold Full Control Hairspray - 8.5 fl oz,"Inactive ingredients: s477049 b alcohol denat., aqua/water/eau, acrylates/t-butylacrylamide copolymer, aminomethyl propanol, parfum/fragrance, acetyl tributyl citrate, limonene, hexyl cinnamal, linalool, peg-70 mango glycerides, ethylhexyl methoxycinnamate, propylene glycol, amyl cinnamal, citrus medica limonum extract/lemon fruit extract, bambusa vulgaris extract. f.i.l. # d48343/1",https://target.scene7.com/is/image/Target/GUEST_4f8db96e-0aa1-4955-b828-ee24e797e749?wid=488&hei=488&fmt=webp,https://www.target.com/p/garnier-fructis-style-bounce-back-hold-full-control-hairspray-8-5-fl-oz/-/A-12443916
Head & Shoulders,Head & Shoulders Royal Oils Instant Soothe Scalp Elixir Treatment with Menthol & Peppermint Oil - 4.2 fl oz,,https://target.scene7.com/is/image/Target/GUEST_181f26d4-b00b-405f-af72-9ff7c57a575f?wid=488&hei=488&fmt=webp,https://www.target.com/p/head-shoulders-royal-oils-instant-soothe-scalp-elixir-treatment-with-menthol-peppermint-oil-4-2-fl-oz/-/A-75562756
Pantene,Pantene Pro-V Volume Body Boosting Mousse - 6.6oz,"Inactive ingredients: swater, isobutane, propane, polyquaternium-11, pvp, vp/va copolymer, polyethylene, phenoxyethanol, chitosan, fragrance, polyquaternium-16, laureth-4, disodium edta, methylparaben, panthenyl ethyl ether, cetrimonium chloride, formic acid, panthenol.",https://target.scene7.com/is/image/Target/GUEST_33b7bfb2-adb6-488b-90d7-12991cf7e0b6?wid=488&hei=488&fmt=webp,https://www.target.com/p/pantene-pro-v-volume-body-boosting-mousse-6-6oz/-/A-13458867
